,LOAD,date,comp,n,sqft,SD
1528,2025-11-03_2,11/3/2025,2,31,114.6,3.7
1559,2025-11-08_2,11/8/2025,2,31,114.6,3.7
1565,2025-11-10_2,11/10/2025,2,31,114.6,3.7
42,2024-11-22_3,11/22/2024,3,31,96.2,3.1
50,2024-11-24_3,11/24/2024,3,31,96.2,3.1
74,2024-11-30_3,11/30/2024,3,31,96.2,3.1
89,2024-12-04_3,12/4/2024,3,31,96.2,3.1
104,2024-12-08_3,12/8/2024,3,31,96.2,3.1
119,2024-12-12_3,12/12/2024,3,31,96.2,3.1
135,2024-12-16_3,12/16/2024,3,31,96.2,3.1
168,2024-12-24_3,12/24/2024,3,31,96.2,3.1
175,2024-12-26_3,12/26/2024,3,31,96.2,3.1
190,2024-12-30_3,12/30/2024,3,31,96.2,3.1
222,2025-01-07_3,1/7/2025,3,31,96.2,3.1
230,2025-01-09_3,1/9/2025,3,31,96.2,3.1
238,2025-01-11_3,1/11/2025,3,31,96.2,3.1
246,2025-01-13_3,1/13/2025,3,31,96.2,3.1
261,2025-01-17_3,1/17/2025,3,31,96.2,3.1
269,2025-01-19_3,1/19/2025,3,31,96.2,3.1
293,2025-01-25_3,1/25/2025,3,31,96.2,3.1
301,2025-01-27_3,1/27/2025,3,31,96.2,3.1
317,2025-01-31_3,1/31/2025,3,31,96.2,3.1
325,2025-02-02_3,2/2/2025,3,31,96.2,3.1
381,2025-02-16_3,2/16/2025,3,31,96.2,3.1
405,2025-02-22_3,2/22/2025,3,31,96.2,3.1
421,2025-02-26_3,2/26/2025,3,31,96.2,3.1
429,2025-02-28_3,2/28/2025,3,31,96.2,3.1
445,2025-03-04_3,3/4/2025,3,31,96.2,3.1
461,2025-03-08_3,3/8/2025,3,31,96.2,3.1
509,2025-03-20_3,3/20/2025,3,31,96.2,3.1
545,2025-03-30_3,3/30/2025,3,31,96.2,3.1
566,2025-04-05_3,4/5/2025,3,31,96.2,3.1
612,2025-04-17_3,4/17/2025,3,31,96.2,3.1
636,2025-04-23_3,4/23/2025,3,31,96.2,3.1
644,2025-04-25_3,4/25/2025,3,31,96.2,3.1
691,2025-05-09_3,5/9/2025,3,31,96.2,3.1
752,2025-05-25_3,5/25/2025,3,31,96.2,3.1
758,2025-05-27_3,5/27/2025,3,31,96.2,3.1
765,2025-05-29_3,5/29/2025,3,31,96.2,3.1
781,2025-06-02_3,6/2/2025,3,31,96.2,3.1
813,2025-06-10_3,6/10/2025,3,31,96.2,3.1
910,2025-07-02_3,7/2/2025,3,31,96.2,3.1
973,2025-07-15_3,7/15/2025,3,31,96.2,3.1
1053,2025-07-30_3,7/30/2025,3,31,96.2,3.1
1079,2025-08-04_3,8/4/2025,3,31,96.2,3.1
1165,2025-08-22_3,8/22/2025,3,31,96.2,3.1
1250,2025-09-09_3,9/9/2025,3,31,96.2,3.1
1306,2025-09-20_3,9/20/2025,3,31,96.2,3.1
1344,2025-09-28_3,9/28/2025,3,31,96.2,3.1
1351,2025-09-29_3,9/29/2025,3,31,96.2,3.1
1372,2025-10-02_3,10/2/2025,3,31,96.2,3.1
1404,2025-10-08_3,10/8/2025,3,31,96.2,3.1
1453,2025-10-18_3,10/18/2025,3,31,96.2,3.1
1490,2025-10-25_3,10/25/2025,3,31,96.2,3.1
45,2024-11-22_6,11/22/2024,6,31,114.6,3.7
60,2024-11-26_6,11/26/2024,6,31,114.6,3.7
69,2024-11-28_6,11/28/2024,6,31,114.6,3.7
114,2024-12-10_6,12/10/2024,6,31,114.6,3.7
185,2024-12-28_6,12/28/2024,6,31,114.6,3.7
201,2025-01-01_6,1/1/2025,6,31,114.6,3.7
209,2025-01-03_6,1/3/2025,6,31,114.6,3.7
233,2025-01-09_6,1/9/2025,6,31,114.6,3.7
256,2025-01-15_6,1/15/2025,6,31,114.6,3.7
304,2025-01-27_6,1/27/2025,6,31,114.6,3.7
336,2025-02-04_6,2/4/2025,6,31,114.6,3.7
344,2025-02-06_6,2/6/2025,6,31,114.6,3.7
384,2025-02-16_6,2/16/2025,6,31,114.6,3.7
400,2025-02-20_6,2/20/2025,6,31,114.6,3.7
432,2025-02-28_6,2/28/2025,6,31,114.6,3.7
488,2025-03-14_6,3/14/2025,6,31,114.6,3.7
504,2025-03-18_6,3/18/2025,6,31,114.6,3.7
548,2025-03-30_6,3/30/2025,6,31,114.6,3.7
561,2025-04-03_6,4/3/2025,6,31,114.6,3.7
569,2025-04-05_6,4/5/2025,6,31,114.6,3.7
599,2025-04-13_6,4/13/2025,6,31,114.6,3.7
646,2025-04-25_6,4/25/2025,6,31,114.6,3.7
693,2025-05-09_6,5/9/2025,6,31,114.6,3.7
706,2025-05-13_6,5/13/2025,6,31,114.6,3.7
722,2025-05-17_6,5/17/2025,6,31,114.6,3.7
739,2025-05-21_6,5/21/2025,6,31,114.6,3.7
768,2025-05-29_6,5/29/2025,6,31,114.6,3.7
799,2025-06-06_6,6/6/2025,6,31,114.6,3.7
824,2025-06-12_6,6/12/2025,6,31,114.6,3.7
885,2025-06-26_6,6/26/2025,6,31,114.6,3.7
951,2025-07-10_6,7/10/2025,6,31,114.6,3.7
956,2025-07-11_6,7/11/2025,6,31,114.6,3.7
1016,2025-07-23_6,7/23/2025,6,31,114.6,3.7
1049,2025-07-29_6,7/29/2025,6,31,114.6,3.7
1097,2025-08-07_6,8/7/2025,6,31,114.6,3.7
1114,2025-08-11_6,8/11/2025,6,31,114.6,3.7
1126,2025-08-13_6,8/13/2025,6,31,114.6,3.7
1142,2025-08-17_6,8/17/2025,6,31,114.6,3.7
1172,2025-08-23_6,8/23/2025,6,31,114.6,3.7
1191,2025-08-27_6,8/27/2025,6,31,114.6,3.7
1321,2025-09-23_6,9/23/2025,6,31,114.6,3.7
1346,2025-09-28_6,9/28/2025,6,31,114.6,3.7
1374,2025-10-02_6,10/2/2025,6,31,114.6,3.7
1461,2025-10-20_6,10/20/2025,6,31,114.6,3.7
1505,2025-10-28_6,10/28/2025,6,31,114.6,3.7
1531,2025-11-03_6,11/3/2025,6,31,114.6,3.7
1555,2025-11-07_6,11/7/2025,6,31,114.6,3.7
1579,2025-11-12_6,11/12/2025,6,31,114.6,3.7
6,2024-11-12_7,11/12/2024,7,31,114.6,3.7
21,2024-11-16_7,11/16/2024,7,31,114.6,3.7
38,2024-11-20_7,11/20/2024,7,31,114.6,3.7
53,2024-11-24_7,11/24/2024,7,31,114.6,3.7
61,2024-11-26_7,11/26/2024,7,31,114.6,3.7
92,2024-12-04_7,12/4/2024,7,31,114.6,3.7
147,2024-12-18_7,12/18/2024,7,31,114.6,3.7
164,2024-12-22_7,12/22/2024,7,31,114.6,3.7
194,2024-12-30_7,12/30/2024,7,31,114.6,3.7
218,2025-01-05_7,1/5/2025,7,31,114.6,3.7
289,2025-01-23_7,1/23/2025,7,31,114.6,3.7
305,2025-01-27_7,1/27/2025,7,31,114.6,3.7
321,2025-01-31_7,1/31/2025,7,31,114.6,3.7
353,2025-02-08_7,2/8/2025,7,31,114.6,3.7
401,2025-02-20_7,2/20/2025,7,31,114.6,3.7
465,2025-03-08_7,3/8/2025,7,31,114.6,3.7
505,2025-03-18_7,3/18/2025,7,31,114.6,3.7
534,2025-03-26_7,3/26/2025,7,31,114.6,3.7
562,2025-04-03_7,4/3/2025,7,31,114.6,3.7
570,2025-04-05_7,4/5/2025,7,31,114.6,3.7
647,2025-04-25_7,4/25/2025,7,31,114.6,3.7
668,2025-05-01_7,5/1/2025,7,31,114.6,3.7
694,2025-05-09_7,5/9/2025,7,31,114.6,3.7
740,2025-05-21_7,5/21/2025,7,31,114.6,3.7
761,2025-05-27_7,5/27/2025,7,31,114.6,3.7
833,2025-06-14_7,6/14/2025,7,31,114.6,3.7
859,2025-06-20_7,6/20/2025,7,31,114.6,3.7
1075,2025-08-03_7,8/3/2025,7,31,114.6,3.7
1131,2025-08-14_7,8/14/2025,7,31,114.6,3.7
1197,2025-08-28_7,8/28/2025,7,31,114.6,3.7
1208,2025-08-31_7,8/31/2025,7,31,114.6,3.7
1309,2025-09-20_7,9/20/2025,7,31,114.6,3.7
1381,2025-10-03_7,10/3/2025,7,31,114.6,3.7
1421,2025-10-11_7,10/11/2025,7,31,114.6,3.7
1441,2025-10-15_7,10/15/2025,7,31,114.6,3.7
1446,2025-10-16_7,10/16/2025,7,31,114.6,3.7
1499,2025-10-27_7,10/27/2025,7,31,114.6,3.7
1506,2025-10-28_7,10/28/2025,7,31,114.6,3.7
1556,2025-11-07_7,11/7/2025,7,31,114.6,3.7
1563,2025-11-08_7,11/8/2025,7,31,114.6,3.7
22,2024-11-16_8,11/16/2024,8,31,116,3.74
30,2024-11-18_8,11/18/2024,8,31,116,3.74
54,2024-11-24_8,11/24/2024,8,31,116,3.74
71,2024-11-28_8,11/28/2024,8,31,116,3.74
93,2024-12-04_8,12/4/2024,8,31,116,3.74
180,2024-12-26_8,12/26/2024,8,31,116,3.74
211,2025-01-03_8,1/3/2025,8,31,116,3.74
235,2025-01-09_8,1/9/2025,8,31,116,3.74
243,2025-01-11_8,1/11/2025,8,31,116,3.74
258,2025-01-15_8,1/15/2025,8,31,116,3.74
282,2025-01-21_8,1/21/2025,8,31,116,3.74
314,2025-01-29_8,1/29/2025,8,31,116,3.74
362,2025-02-10_8,2/10/2025,8,31,116,3.74
386,2025-02-16_8,2/16/2025,8,31,116,3.74
426,2025-02-26_8,2/26/2025,8,31,116,3.74
542,2025-03-28_8,3/28/2025,8,31,116,3.74
550,2025-03-30_8,3/30/2025,8,31,116,3.74
571,2025-04-05_8,4/5/2025,8,31,116,3.74
593,2025-04-11_8,4/11/2025,8,31,116,3.74
617,2025-04-17_8,4/17/2025,8,31,116,3.74
648,2025-04-25_8,4/25/2025,8,31,116,3.74
669,2025-05-01_8,5/1/2025,8,31,116,3.74
826,2025-06-12_8,6/12/2025,8,31,116,3.74
868,2025-06-22_8,6/22/2025,8,31,116,3.74
1025,2025-07-24_8,7/24/2025,8,31,116,3.74
1067,2025-08-01_8,8/1/2025,8,31,116,3.74
1076,2025-08-03_8,8/3/2025,8,31,116,3.74
1093,2025-08-06_8,8/6/2025,8,31,116,3.74
1144,2025-08-17_8,8/17/2025,8,31,116,3.74
1169,2025-08-22_8,8/22/2025,8,31,116,3.74
1209,2025-08-31_8,8/31/2025,8,31,116,3.74
1276,2025-09-14_8,9/14/2025,8,31,116,3.74
1429,2025-10-13_8,10/13/2025,8,31,116,3.74
1436,2025-10-14_8,10/14/2025,8,31,116,3.74
1451,2025-10-17_8,10/17/2025,8,31,116,3.74
1470,2025-10-21_8,10/21/2025,8,31,116,3.74
1500,2025-10-27_8,10/27/2025,8,31,116,3.74
1533,2025-11-03_8,11/3/2025,8,31,116,3.74
181,2024-12-28_1,12/28/2024,1,32,82.6,2.58
73,2024-11-30_2,11/30/2024,2,32,114.6,3.58
88,2024-12-04_2,12/4/2024,2,32,114.6,3.58
174,2024-12-26_2,12/26/2024,2,32,114.6,3.58
268,2025-01-19_2,1/19/2025,2,32,114.6,3.58
292,2025-01-25_2,1/25/2025,2,32,114.6,3.58
316,2025-01-31_2,1/31/2025,2,32,114.6,3.58
348,2025-02-08_2,2/8/2025,2,32,114.6,3.58
356,2025-02-10_2,2/10/2025,2,32,114.6,3.58
380,2025-02-16_2,2/16/2025,2,32,114.6,3.58
404,2025-02-22_2,2/22/2025,2,32,114.6,3.58
412,2025-02-24_2,2/24/2025,2,32,114.6,3.58
484,2025-03-14_2,3/14/2025,2,32,114.6,3.58
508,2025-03-20_2,3/20/2025,2,32,114.6,3.58
544,2025-03-30_2,3/30/2025,2,32,114.6,3.58
671,2025-05-03_2,5/3/2025,2,32,114.6,3.58
690,2025-05-09_2,5/9/2025,2,32,114.6,3.58
718,2025-05-17_2,5/17/2025,2,32,114.6,3.58
772,2025-05-31_2,5/31/2025,2,32,114.6,3.58
787,2025-06-04_2,6/4/2025,2,32,114.6,3.58
804,2025-06-08_2,6/8/2025,2,32,114.6,3.58
828,2025-06-14_2,6/14/2025,2,32,114.6,3.58
918,2025-07-04_2,7/4/2025,2,32,114.6,3.58
926,2025-07-06_2,7/6/2025,2,32,114.6,3.58
996,2025-07-20_2,7/20/2025,2,32,114.6,3.58
1089,2025-08-06_2,8/6/2025,2,32,114.6,3.58
160,2024-12-22_3,12/22/2024,3,32,96.2,3.01
389,2025-02-18_3,2/18/2025,3,32,96.2,3.01
397,2025-02-20_3,2/20/2025,3,32,96.2,3.01
485,2025-03-14_3,3/14/2025,3,32,96.2,3.01
620,2025-04-19_3,4/19/2025,3,32,96.2,3.01
651,2025-04-27_3,4/27/2025,3,32,96.2,3.01
678,2025-05-05_3,5/5/2025,3,32,96.2,3.01
684,2025-05-07_3,5/7/2025,3,32,96.2,3.01
736,2025-05-21_3,5/21/2025,3,32,96.2,3.01
773,2025-05-31_3,5/31/2025,3,32,96.2,3.01
829,2025-06-14_3,6/14/2025,3,32,96.2,3.01
927,2025-07-06_3,7/6/2025,3,32,96.2,3.01
997,2025-07-20_3,7/20/2025,3,32,96.2,3.01
1071,2025-08-03_3,8/3/2025,3,32,96.2,3.01
1183,2025-08-26_3,8/26/2025,3,32,96.2,3.01
1300,2025-09-19_3,9/19/2025,3,32,96.2,3.01
1484,2025-10-24_3,10/24/2025,3,32,96.2,3.01
967,2025-07-14_4,7/14/2025,4,32,121.5,3.8
52,2024-11-24_6,11/24/2024,6,32,114.6,3.58
138,2024-12-16_6,12/16/2024,6,32,114.6,3.58
146,2024-12-18_6,12/18/2024,6,32,114.6,3.58
178,2024-12-26_6,12/26/2024,6,32,114.6,3.58
320,2025-01-31_6,1/31/2025,6,32,114.6,3.58
328,2025-02-02_6,2/2/2025,6,32,114.6,3.58
360,2025-02-10_6,2/10/2025,6,32,114.6,3.58
376,2025-02-14_6,2/14/2025,6,32,114.6,3.58
416,2025-02-24_6,2/24/2025,6,32,114.6,3.58
456,2025-03-06_6,3/6/2025,6,32,114.6,3.58
496,2025-03-16_6,3/16/2025,6,32,114.6,3.58
520,2025-03-22_6,3/22/2025,6,32,114.6,3.58
533,2025-03-26_6,3/26/2025,6,32,114.6,3.58
575,2025-04-07_6,4/7/2025,6,32,114.6,3.58
591,2025-04-11_6,4/11/2025,6,32,114.6,3.58
615,2025-04-17_6,4/17/2025,6,32,114.6,3.58
631,2025-04-21_6,4/21/2025,6,32,114.6,3.58
654,2025-04-27_6,4/27/2025,6,32,114.6,3.58
674,2025-05-03_6,5/3/2025,6,32,114.6,3.58
730,2025-05-19_6,5/19/2025,6,32,114.6,3.58
783,2025-06-02_6,6/2/2025,6,32,114.6,3.58
816,2025-06-10_6,6/10/2025,6,32,114.6,3.58
832,2025-06-14_6,6/14/2025,6,32,114.6,3.58
866,2025-06-22_6,6/22/2025,6,32,114.6,3.58
874,2025-06-24_6,6/24/2025,6,32,114.6,3.58
1101,2025-08-08_6,8/8/2025,6,32,114.6,3.58
1220,2025-09-02_6,9/2/2025,6,32,114.6,3.58
1308,2025-09-20_6,9/20/2025,6,32,114.6,3.58
1562,2025-11-08_6,11/8/2025,6,32,114.6,3.58
29,2024-11-18_7,11/18/2024,7,32,114.6,3.58
70,2024-11-28_7,11/28/2024,7,32,114.6,3.58
139,2024-12-16_7,12/16/2024,7,32,114.6,3.58
179,2024-12-26_7,12/26/2024,7,32,114.6,3.58
226,2025-01-07_7,1/7/2025,7,32,114.6,3.58
234,2025-01-09_7,1/9/2025,7,32,114.6,3.58
242,2025-01-11_7,1/11/2025,7,32,114.6,3.58
297,2025-01-25_7,1/25/2025,7,32,114.6,3.58
345,2025-02-06_7,2/6/2025,7,32,114.6,3.58
393,2025-02-18_7,2/18/2025,7,32,114.6,3.58
549,2025-03-30_7,3/30/2025,7,32,114.6,3.58
600,2025-04-13_7,4/13/2025,7,32,114.6,3.58
616,2025-04-17_7,4/17/2025,7,32,114.6,3.58
809,2025-06-08_7,6/8/2025,7,32,114.6,3.58
817,2025-06-10_7,6/10/2025,7,32,114.6,3.58
875,2025-06-24_7,6/24/2025,7,32,114.6,3.58
914,2025-07-02_7,7/2/2025,7,32,114.6,3.58
923,2025-07-04_7,7/4/2025,7,32,114.6,3.58
952,2025-07-10_7,7/10/2025,7,32,114.6,3.58
1001,2025-07-20_7,7/20/2025,7,32,114.6,3.58
1102,2025-08-08_7,8/8/2025,7,32,114.6,3.58
1115,2025-08-11_7,8/11/2025,7,32,114.6,3.58
148,2024-12-18_8,12/18/2024,8,32,116,3.63
156,2024-12-20_8,12/20/2024,8,32,116,3.63
165,2024-12-22_8,12/22/2024,8,32,116,3.63
227,2025-01-07_8,1/7/2025,8,32,116,3.63
410,2025-02-22_8,2/22/2025,8,32,116,3.63
418,2025-02-24_8,2/24/2025,8,32,116,3.63
528,2025-03-24_8,3/24/2025,8,32,116,3.63
563,2025-04-03_8,4/3/2025,8,32,116,3.63
625,2025-04-19_8,4/19/2025,8,32,116,3.63
682,2025-05-05_8,5/5/2025,8,32,116,3.63
695,2025-05-09_8,5/9/2025,8,32,116,3.63
895,2025-06-28_8,6/28/2025,8,32,116,3.63
1045,2025-07-28_8,7/28/2025,8,32,116,3.63
1304,2025-09-19_8,9/19/2025,8,32,116,3.63
1401,2025-10-07_8,10/7/2025,8,32,116,3.63
1557,2025-11-07_8,11/7/2025,8,32,116,3.63
159,2024-12-22_2,12/22/2024,2,33,114.6,3.47
332,2025-02-04_2,2/4/2025,2,33,114.6,3.47
396,2025-02-20_2,2/20/2025,2,33,114.6,3.47
428,2025-02-28_2,2/28/2025,2,33,114.6,3.47
460,2025-03-08_2,3/8/2025,2,33,114.6,3.47
537,2025-03-28_2,3/28/2025,2,33,114.6,3.47
735,2025-05-21_2,5/21/2025,2,33,114.6,3.47
820,2025-06-12_2,6/12/2025,2,33,114.6,3.47
854,2025-06-20_2,6/20/2025,2,33,114.6,3.47
889,2025-06-28_2,6/28/2025,2,33,114.6,3.47
96,2024-12-06_3,12/6/2024,3,33,96.2,2.92
143,2024-12-18_3,12/18/2024,3,33,96.2,2.92
151,2024-12-20_3,12/20/2024,3,33,96.2,2.92
214,2025-01-05_3,1/5/2025,3,33,96.2,2.92
357,2025-02-10_3,2/10/2025,3,33,96.2,2.92
501,2025-03-18_3,3/18/2025,3,33,96.2,2.92
538,2025-03-28_3,3/28/2025,3,33,96.2,2.92
588,2025-04-11_3,4/11/2025,3,33,96.2,2.92
719,2025-05-17_3,5/17/2025,3,33,96.2,2.92
796,2025-06-06_3,6/6/2025,3,33,96.2,2.92
821,2025-06-12_3,6/12/2025,3,33,96.2,2.92
855,2025-06-20_3,6/20/2025,3,33,96.2,2.92
890,2025-06-28_3,6/28/2025,3,33,96.2,2.92
1139,2025-08-17_3,8/17/2025,3,33,96.2,2.92
217,2025-01-05_6,1/5/2025,6,33,114.6,3.47
225,2025-01-07_6,1/7/2025,6,33,114.6,3.47
272,2025-01-19_6,1/19/2025,6,33,114.6,3.47
296,2025-01-25_6,1/25/2025,6,33,114.6,3.47
352,2025-02-08_6,2/8/2025,6,33,114.6,3.47
440,2025-03-02_6,3/2/2025,6,33,114.6,3.47
512,2025-03-20_6,3/20/2025,6,33,114.6,3.47
623,2025-04-19_6,4/19/2025,6,33,114.6,3.47
776,2025-05-31_6,5/31/2025,6,33,114.6,3.47
893,2025-06-28_6,6/28/2025,6,33,114.6,3.47
922,2025-07-04_6,7/4/2025,6,33,114.6,3.47
1000,2025-07-20_6,7/20/2025,6,33,114.6,3.47
108,2024-12-08_7,12/8/2024,7,33,114.6,3.47
265,2025-01-17_7,1/17/2025,7,33,114.6,3.47
329,2025-02-02_7,2/2/2025,7,33,114.6,3.47
361,2025-02-10_7,2/10/2025,7,33,114.6,3.47
377,2025-02-14_7,2/14/2025,7,33,114.6,3.47
433,2025-02-28_7,2/28/2025,7,33,114.6,3.47
441,2025-03-02_7,3/2/2025,7,33,114.6,3.47
723,2025-05-17_7,5/17/2025,7,33,114.6,3.47
777,2025-05-31_7,5/31/2025,7,33,114.6,3.47
800,2025-06-06_7,6/6/2025,7,33,114.6,3.47
825,2025-06-12_7,6/12/2025,7,33,114.6,3.47
841,2025-06-16_7,6/16/2025,7,33,114.6,3.47
867,2025-06-22_7,6/22/2025,7,33,114.6,3.47
1369,2025-10-01_7,10/1/2025,7,33,114.6,3.47
306,2025-01-27_8,1/27/2025,8,33,116,3.52
322,2025-01-31_8,1/31/2025,8,33,116,3.52
378,2025-02-14_8,2/14/2025,8,33,116,3.52
458,2025-03-06_8,3/6/2025,8,33,116,3.52
514,2025-03-20_8,3/20/2025,8,33,116,3.52
535,2025-03-26_8,3/26/2025,8,33,116,3.52
609,2025-04-15_8,4/15/2025,8,33,116,3.52
641,2025-04-23_8,4/23/2025,8,33,116,3.52
724,2025-05-17_8,5/17/2025,8,33,116,3.52
741,2025-05-21_8,5/21/2025,8,33,116,3.52
778,2025-05-31_8,5/31/2025,8,33,116,3.52
793,2025-06-04_8,6/4/2025,8,33,116,3.52
903,2025-06-30_8,6/30/2025,8,33,116,3.52
915,2025-07-02_8,7/2/2025,8,33,116,3.52
1002,2025-07-20_8,7/20/2025,8,33,116,3.52
1116,2025-08-11_8,8/11/2025,8,33,116,3.52
213,2025-01-05_2,1/5/2025,2,34,114.6,3.37
611,2025-04-17_2,4/17/2025,2,34,114.6,3.37
711,2025-05-15_3,5/15/2025,3,34,96.2,2.83
837,2025-06-16_3,6/16/2025,3,34,96.2,2.83
241,2025-01-11_6,1/11/2025,6,34,114.6,3.37
368,2025-02-12_6,2/12/2025,6,34,114.6,3.37
840,2025-06-16_6,6/16/2025,6,34,114.6,3.37
858,2025-06-20_6,6/20/2025,6,34,114.6,3.37
369,2025-02-12_7,2/12/2025,7,34,114.6,3.37
457,2025-03-06_7,3/6/2025,7,34,114.6,3.37
489,2025-03-14_7,3/14/2025,7,34,114.6,3.37
592,2025-04-11_7,4/11/2025,7,34,114.6,3.37
172,2024-12-24_8,12/24/2024,8,34,116,3.41
274,2025-01-19_8,1/19/2025,8,34,116,3.41
298,2025-01-25_8,1/25/2025,8,34,116,3.41
402,2025-02-20_8,2/20/2025,8,34,116,3.41
434,2025-02-28_8,2/28/2025,8,34,116,3.41
442,2025-03-02_8,3/2/2025,8,34,116,3.41
466,2025-03-08_8,3/8/2025,8,34,116,3.41
522,2025-03-22_8,3/22/2025,8,34,116,3.41
656,2025-04-27_8,4/27/2025,8,34,116,3.41
810,2025-06-08_8,6/8/2025,8,34,116,3.41
818,2025-06-10_8,6/10/2025,8,34,116,3.41
842,2025-06-16_8,6/16/2025,8,34,116,3.41
860,2025-06-20_8,6/20/2025,8,34,116,3.41
887,2025-06-26_8,6/26/2025,8,34,116,3.41
924,2025-07-04_8,7/4/2025,8,34,116,3.41
1370,2025-10-01_8,10/1/2025,8,34,116,3.41
559,2025-04-03_3,4/3/2025,3,35,96.2,2.75
805,2025-06-08_3,6/8/2025,3,35,96.2,2.75
210,2025-01-03_7,1/3/2025,7,35,114.6,3.27
330,2025-02-02_8,2/2/2025,8,35,116,3.31
490,2025-03-14_8,3/14/2025,8,35,116,3.31
770,2025-05-29_8,5/29/2025,8,35,116,3.31
969,2025-07-14_6,7/14/2025,6,45,114.6,2.55
1266,2025-09-12_2,9/12/2025,2,56,114.6,2.05
